"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q9Y696",0.249720748719017,25.159420179971,1.70067521815723,0.143774264650284,0.584016227066852,-5.21605920927403
"Q9P289;O00506",0.670646413820176,21.3802748048841,1.70063579725573,0.143781878791323,0.584016227066852,-5.21610970048955
"P18085",-0.377001111472765,24.1004827834197,-1.69843296469515,0.14420798581065,0.584016227066852,-5.21893058930456
"P20340;Q9NRW1;Q14964",0.548329804289271,24.3408501129066,1.69387503748542,0.145093594891108,0.584016227066852,-5.22476389555022
"P11940;Q9H361;Q96DU9;Q4VXU2;Q13310",0.448394482014891,21.5901033097727,1.6925324092526,0.145355485255492,0.584016227066852,-5.22648131858171
"P11047",-0.224414705652311,22.9231059962401,-1.69011188736011,0.145828799884899,0.584016227066852,-5.22957649560842
"Q9UBV8",0.293240287913818,20.9871046205751,1.68993222984222,0.145863990765135,0.584016227066852,-5.22980617463486
"P61163",-0.277024894834575,22.9510667424319,-1.68916193617749,0.14601496847575,0.584016227066852,-5.23079085536952
"Q08431",0.337315166847606,25.802822459138,1.68637030591658,0.146563413836594,0.584016227066852,-5.23435831038535
"Q16777;Q6FI13",-0.40975772866938,26.397229257097,-1.67807533460217,0.14820498874676,0.584016227066852,-5.244947927724
"Q9H444;Q96CF2",-0.370908515616946,24.9989924617501,-1.67448807885807,0.148920471231313,0.584016227066852,-5.24952255435551
"Q13421",0.762414204401981,26.0691521416922,1.6740518089823,0.149007715994605,0.584016227066852,-5.25007869817554
"Q14240",0.923316934570764,21.1868967786127,1.67342316799895,0.149133518866483,0.584016227066852,-5.25087999182245
"Q9NZT1",-1.31539853446451,22.0622573276555,-1.67281904216875,0.149254513697922,0.584016227066852,-5.25164994924066
"P61224;A6NIZ1",-0.899635983520945,20.9365454036291,-1.67179879957589,0.149459066786107,0.584016227066852,-5.25295005038456
"Q9H4A6",0.471467307680719,21.2391113089679,1.66200468826271,0.151436727266718,0.584016227066852,-5.26541808459975
"Q06210;O94808",0.561569724963061,20.9131352290738,1.66186635713538,0.151464841836999,0.584016227066852,-5.26559401643486
"P50552",0.394620498154339,22.8733335628384,1.65925996451468,0.15199552139677,0.584016227066852,-5.26890800031408
"P47895",-0.530509268892825,24.2580284887635,-1.65865731869875,0.152118482321946,0.584016227066852,-5.26967401853268
"Q9NZM1",-0.2404381083694,24.6874763624815,-1.65277304625894,0.153324191464609,0.584016227066852,-5.27714878724321
"P84085",0.869394503051044,21.6138945741232,1.64900200085077,0.154101786113978,0.584016227066852,-5.28193463239773
"P37235;P84074;P61601",0.903534431334084,21.4536162388803,1.64588815795146,0.154746759533174,0.584016227066852,-5.28588374645159
"P61088;Q5JXB2",2.09626573202123,24.6356024899551,1.63996517862414,0.155980853560769,0.584016227066852,-5.29338879680495
"P42685",0.736163467170002,22.0708089830415,1.63561496566132,0.156893343277893,0.584016227066852,-5.29889530638078
"P46781",0.267233004295157,23.2949436101423,1.63498465142262,0.157025986075842,0.584016227066852,-5.29969275775336
"P51148",-1.43153352082175,24.1229099237517,-1.62656672222542,0.158807923711809,0.584016227066852,-5.31033298407329
"O95336",0.37543465520536,25.5620133032547,1.6161123832724,0.161048263121637,0.584016227066852,-5.32352138525484
"O00299",0.269174991637971,27.122225652563,1.61477885680581,0.161336227740952,0.584016227066852,-5.3252015737393
"P17980",-0.580496802678617,21.3471835884668,-1.61279331931164,0.16176591303286,0.584016227066852,-5.3277023859472
"Q14914",1.07832534752922,22.0378018344929,1.61224567112056,0.161884623011099,0.584016227066852,-5.32839197005037
"P13797;P13796",-0.210165389601972,25.837418892986,-1.61215608515938,0.161904049974002,0.584016227066852,-5.32850476663508
"P31431",0.86719303998056,21.9845478335202,1.61156973301357,0.162031257777894,0.584016227066852,-5.32924298202459
"Q9UBQ5",-0.637719812850616,21.236517072737,-1.60987983411768,0.162398418886501,0.584016227066852,-5.33137003993739
"P98160",-0.290257725327177,24.1051701931228,-1.60895566638576,0.162599551374912,0.584016227066852,-5.33253295336405
"P09104",0.398530398599576,21.2259967731114,1.60841488142758,0.162717357566697,0.584016227066852,-5.33321333510748
